time ax ay az atotal
0.41280317306518555 0.02 0.01 -0.02 0.03
0.4236879348754883 0.02 0.0 -0.02 0.02
0.4345250129699707 0.02 0.0 -0.03 0.03
0.44426727294921875 0.01 0.0 -0.03 0.03
0.45525121688842773 0.01 0.01 -0.03 0.03
0.4642810821533203 0.01 0.01 -0.03 0.03
0.47611212730407715 0.01 0.01 -0.04 0.04
0.4958171844482422 0.02 0.01 -0.03 0.03
0.4979062080383301 0.01 0.01 -0.02 0.02
0.5034222602844238 0.02 0.01 -0.02 0.03
0.513422966003418 0.02 0.01 -0.03 0.03
0.5239982604980469 0.02 0.01 -0.03 0.03
0.5356669425964355 0.01 0.0 -0.02 0.02
0.5454530715942383 0.02 0.01 -0.02 0.03
0.5553851127624512 0.02 0.01 -0.03 0.03
0.5649051666259766 0.02 0.01 -0.03 0.03
0.5769219398498535 0.01 0.01 -0.02 0.02
0.5973572731018066 0.01 0.01 -0.03 0.03
0.5991661548614502 0.01 0.0 -0.03 0.03
0.6044890880584717 0.01 0.01 -0.02 0.02
0.6141750812530518 0.01 0.01 -0.03 0.03
0.6252191066741943 0.01 0.01 -0.02 0.02
0.6353540420532227 0.02 0.01 -0.03 0.03
0.6451351642608643 0.02 0.01 -0.03 0.03
0.656898021697998 0.01 0.01 -0.02 0.02
0.6666340827941895 0.01 0.01 -0.03 0.03
0.6961541175842285 0.02 0.01 -0.03 0.03
0.6982841491699219 0.02 0.01 -0.03 0.03
0.6997842788696289 0.02 0.0 -0.02 0.02
0.7048840522766113 0.02 0.01 -0.03 0.03
0.7154812812805176 0.02 0.01 -0.02 0.03
0.7254981994628906 0.02 0.01 -0.03 0.03
0.7357621192932129 0.02 0.01 -0.03 0.03
0.7478370666503906 0.01 0.0 -0.02 0.02
0.756350040435791 0.02 0.0 -0.02 0.02
0.7668671607971191 0.01 0.0 -0.02 0.02
0.7934510707855225 0.01 0.0 -0.02 0.02
0.794924259185791 0.01 0.01 -0.03 0.03
0.7969100475311279 0.01 0.01 -0.04 0.04
0.806084156036377 0.01 0.0 -0.03 0.03
0.8164560794830322 0.01 0.0 -0.02 0.02
0.8263392448425293 0.02 0.0 -0.02 0.02
0.8375780582427979 0.02 -0.01 -0.03 0.03
0.8481969833374023 0.03 0.01 -0.02 0.03
0.8582520484924316 0.02 0.01 -0.01 0.02
0.8680109977722168 0.02 0.0 -0.02 0.02
0.8926730155944824 0.02 0.0 -0.03 0.03
0.8953320980072021 0.01 0.01 -0.01 0.01
0.8973321914672852 0.01 0.01 -0.03 0.03
0.9060680866241455 0.01 0.01 -0.03 0.03
0.9176492691040039 0.02 0.01 -0.02 0.03
0.9285049438476562 0.01 0.0 -0.02 0.02
0.9382541179656982 0.02 0.01 -0.02 0.03
0.9485580921173096 0.01 0.01 -0.03 0.03
0.9585580825805664 0.01 0.0 -0.03 0.03
0.9693121910095215 0.01 0.01 -0.02 0.02
0.993037223815918 0.01 0.0 -0.03 0.03
0.9945850372314453 0.01 0.0 -0.03 0.03
0.9967031478881836 0.02 0.0 -0.03 0.03
1.007781982421875 0.02 0.01 -0.03 0.03
1.01832914352417 0.03 0.0 -0.04 0.05
1.0290191173553467 0.01 0.0 -0.02 0.02
1.038572072982788 0.02 0.0 -0.02 0.02
1.049489974975586 0.01 0.01 -0.02 0.02
1.059941053390503 0.02 0.0 -0.03 0.03
1.0696110725402832 0.01 0.0 -0.05 0.05
1.0858991146087646 0.02 0.02 -0.01 0.03
1.0882229804992676 0.01 0.0 -0.05 0.05
1.0975651741027832 0.01 0.0 -0.02 0.02
1.1079480648040771 0.01 0.01 -0.02 0.02
1.1193490028381348 0.01 0.0 -0.04 0.04
1.1289310455322266 0.01 0.01 -0.05 0.05
1.1400930881500244 -0.01 0.01 0.02 0.02
1.1495890617370605 0.02 -0.01 -0.04 0.04
1.1603460311889648 0.05 0.01 -0.03 0.05
1.1701502799987793 0.01 -0.02 -0.02 0.03
1.1870460510253906 -0.01 0.01 -0.02 0.02
1.1894080638885498 0.01 0.01 -0.03 0.03
1.1984641551971436 0.02 0.01 -0.05 0.05
1.2089080810546875 0.01 0.0 0.01 0.01
1.218966007232666 0.06 0.0 -0.15 0.16
1.229687213897705 0.04 0.02 -0.03 0.05
1.2406129837036133 0.17 0.03 0.07 0.18
1.250655174255371 -0.25 0.26 -0.1 0.37
1.260180950164795 -0.37 1.02 0.0 1.08
1.2712039947509766 0.7 1.23 -0.03 1.41
1.2878241539001465 1.01 0.38 -0.11 1.08
1.2904472351074219 0.55 -1.04 0.04 1.17
1.2996270656585693 0.28 -1.96 -0.05 1.98
1.3097400665283203 0.23 -2.73 0.0 2.73
1.3198962211608887 0.43 -3.37 0.15 3.4
1.3308539390563965 0.35 -4.49 0.07 4.5
1.3404910564422607 0.76 -4.47 0.27 4.54
1.352632999420166 0.96 -4.24 -0.02 4.34
1.360630989074707 0.61 -4.12 -0.15 4.16
1.3723349571228027 0.62 -3.33 0.07 3.38
1.3877582550048828 0.92 -2.98 -0.05 3.11
1.390305995941162 1.3 -3.15 0.04 3.4
1.4006421566009521 1.62 -2.09 -0.56 2.7
1.4103059768676758 2.01 -1.3 0.24 2.4
1.4206631183624268 1.69 -0.3 0.54 1.79
1.4301719665527344 1.44 -0.04 -0.1 1.44
1.441512107849121 1.69 -0.36 -0.11 1.73
1.4515399932861328 2.35 -0.4 -0.07 2.38
1.4624452590942383 2.75 0.15 -0.07 2.75
1.488779067993164 2.61 0.28 -0.1 2.62
1.4912691116333008 2.68 -0.78 0.03 2.79
1.4936180114746094 4.07 -2.66 0.08 4.86
1.5016322135925293 5.39 -2.87 0.21 6.11
1.5110821723937988 5.25 -1.53 0.04 5.46
1.52134108543396 4.52 -0.05 0.05 4.52
1.5316810607910156 3.7 0.96 -0.05 3.82
1.5419840812683105 2.71 1.76 -0.19 3.23
1.5523271560668945 1.6 2.8 -0.34 3.24
1.5632009506225586 1.67 3.46 0.38 3.86
1.586604118347168 2.52 2.61 -0.09 3.62
1.5889461040496826 3.23 1.78 -0.32 3.7
1.5914320945739746 3.84 1.46 -0.26 4.11
1.601736068725586 3.76 1.62 -0.05 4.09
1.6114301681518555 3.43 1.27 0.17 3.66
1.6220059394836426 2.48 1.13 0.26 2.73
1.632397174835205 1.3 1.56 -0.18 2.03
1.6424741744995117 0.18 2.34 -0.13 2.35
1.6540181636810303 -1.19 3.01 0.26 3.24
1.663849115371704 -1.69 3.26 -0.11 3.67
1.6881470680236816 -1.43 3.14 -0.11 3.45
1.6904220581054688 -0.74 2.81 0.13 2.9
1.6927061080932617 -0.4 2.31 0.02 2.34
1.702233076095581 0.31 1.72 0.05 1.74
1.7122349739074707 0.32 1.15 0.04 1.19
1.7232179641723633 -0.03 1.35 0.0 1.35
1.7333879470825195 -0.76 1.9 -0.06 2.04
1.7432012557983398 -1.93 1.94 -0.28 2.75
1.7532751560211182 -2.87 2.31 0.25 3.69
1.7647719383239746 -3.49 2.36 -0.06 4.21
1.7861411571502686 -3.12 2.25 0.14 3.84
1.788525104522705 -2.5 1.66 -0.02 3.0
1.7927021980285645 -1.69 1.24 -0.09 2.09
1.8031892776489258 -0.98 1.01 0.02 1.4
1.8130121231079102 -0.68 0.83 0.0 1.07
1.8240010738372803 -1.03 1.05 -0.4 1.52
1.8338642120361328 -1.81 1.35 0.02 2.25
1.8448340892791748 -2.49 1.0 0.08 2.68
1.8549110889434814 -2.95 0.6 -0.02 3.01
1.8652751445770264 -3.09 0.63 -0.46 3.18
1.8839659690856934 -3.35 0.97 0.29 3.49
1.8863201141357422 -3.19 1.19 -0.13 3.4
1.8934979438781738 -2.77 1.11 -0.37 3.0
1.9038240909576416 -2.38 0.73 -0.07 2.49
1.9134211540222168 -1.84 0.37 -0.31 1.9
1.9245829582214355 -1.53 0.21 0.14 1.55
1.9348101615905762 -1.63 -0.16 0.38 1.68
1.9455089569091797 -1.8 -0.29 0.23 1.83
1.954815149307251 -1.94 -0.14 -0.19 1.95
1.965731143951416 -2.05 -0.06 -0.07 2.05
1.9812941551208496 -2.3 -0.24 0.05 2.31
1.9840049743652344 -2.23 -0.29 -0.02 2.24
1.9940099716186523 -2.1 -0.27 0.05 2.11
2.0044150352478027 -2.03 -0.1 -0.09 2.03
2.014214038848877 -1.9 -0.09 -0.04 1.9
2.0252060890197754 -1.74 -0.35 -0.02 1.77
2.0349440574645996 -1.65 -0.5 -0.02 1.72
2.045201063156128 -1.58 -0.2 -0.1 1.59
2.056040048599243 -1.58 0.16 0.08 1.59
2.0673141479492188 -1.78 0.13 -0.18 1.79
2.0858960151672363 -2.07 0.17 -0.04 2.07
2.088308095932007 -2.25 0.02 -0.01 2.25
2.09476900100708 -2.18 -0.04 0.04 2.18
2.1050500869750977 -1.94 -0.23 -0.1 1.95
2.11492919921875 -1.75 -0.28 0.03 1.77
2.126253128051758 -1.54 -0.26 -0.08 1.56
2.1367440223693848 -1.35 -0.33 0.0 1.38
2.1475870609283447 -1.27 -0.36 0.08 1.32
2.156832218170166 -1.13 -0.25 -0.14 1.16
2.1672451496124268 -1.01 -0.11 -0.02 1.01
2.1858739852905273 -1.07 0.22 -0.01 1.09
2.1882262229919434 -1.16 0.49 -0.02 1.25
2.1954879760742188 -1.01 0.16 0.01 1.02
2.205695152282715 -0.88 0.09 -0.08 0.88
2.2156450748443604 -0.86 0.24 -0.01 0.89
2.2257001399993896 -0.89 0.28 -0.01 0.93
2.2366790771484375 -0.93 0.34 0.0 0.99
2.2478690147399902 -0.93 0.25 -0.01 0.96
2.2576510906219482 -1.06 0.18 -0.11 1.08
2.2822811603546143 -0.84 0.06 0.07 0.84
2.2846591472625732 -0.84 0.22 -0.04 0.86
2.2866311073303223 -1.01 0.36 -0.07 1.07
2.302495002746582 -0.87 -0.52 0.2 1.03
2.3061370849609375 -0.67 -0.88 -0.32 1.15
2.317474126815796 -1.23 -0.21 -0.05 1.24
2.327357053756714 -1.41 -0.59 0.09 1.53
2.3372931480407715 -1.52 -0.81 -0.1 1.72
2.3486931324005127 -1.84 -0.7 -0.08 1.97
2.358330249786377 -1.81 -0.88 0.09 2.01
2.3859572410583496 -1.61 -0.94 -0.07 1.86
2.388461112976074 -0.97 -1.12 -0.02 1.48
2.3905439376831055 -0.74 -1.02 -0.01 1.26
2.402048110961914 -0.79 -0.88 -0.01 1.18
2.4069571495056152 -0.89 -1.08 -0.06 1.4
2.417335033416748 -0.87 -1.22 -0.04 1.49
2.4272279739379883 -0.96 -1.1 0.0 1.46
2.4377541542053223 -0.95 -1.14 0.0 1.48
2.4496071338653564 -0.98 -1.12 -0.09 1.49
2.4589781761169434 -0.93 -1.1 0.03 1.44
2.4833431243896484 -0.75 -1.24 -0.01 1.44
2.4855751991271973 -0.65 -1.43 -0.01 1.57
2.4875869750976562 -0.17 -1.97 0.01 1.97
2.497694969177246 -0.51 -2.12 -0.02 2.18
2.507826089859009 -0.86 -2.08 -0.07 2.25
2.518123149871826 -0.82 -2.04 0.04 2.19
2.5287551879882812 -0.97 -1.76 -0.05 2.01
2.5387229919433594 -0.99 -1.69 0.03 1.95
2.549828052520752 -1.06 -1.84 -0.07 2.12
2.559643268585205 -0.83 -1.96 -0.03 2.12
2.584599018096924 -0.77 -1.78 0.04 1.93
2.5871520042419434 -0.63 -1.82 -0.08 1.92
2.5893120765686035 -0.82 -1.78 -0.05 1.96
2.602363109588623 -0.02 -2.29 0.06 2.29
2.608370065689087 0.22 -2.52 0.0 2.52
2.618626117706299 0.15 -2.55 -0.02 2.55
2.6294140815734863 0.47 -2.49 0.14 2.53
2.63978910446167 0.24 -2.47 -0.05 2.48
2.6504149436950684 -0.03 -2.38 -0.08 2.38
2.6601710319519043 -0.4 -2.17 0.1 2.2
2.678514003753662 -0.61 -2.15 -0.07 2.23
2.681239128112793 -0.34 -2.2 -0.05 2.22
2.6889519691467285 0.24 -2.45 0.04 2.46
2.698960065841675 0.59 -2.59 0.03 2.65
2.7091760635375977 0.77 -2.75 -0.01 2.85
2.7192039489746094 0.81 -2.76 -0.05 2.87
2.729828119277954 0.46 -2.8 0.05 2.83
2.7403202056884766 0.22 -2.53 0.13 2.54
2.7508292198181152 -0.05 -2.31 -0.15 2.31
2.760946273803711 -0.34 -2.31 0.12 2.33
2.781398057937622 -0.43 -2.3 -0.12 2.34
2.7838361263275146 -0.59 -2.32 -0.05 2.39
2.789830207824707 -0.58 -2.24 -0.02 2.31
2.799757957458496 -0.47 -2.18 0.03 2.23
2.810075283050537 -0.23 -2.2 0.08 2.21
2.8209681510925293 -0.26 -2.29 -0.18 2.31
2.830677032470703 0.02 -2.28 -0.04 2.28
2.841783046722412 0.39 -2.37 0.07 2.4
2.851810932159424 0.62 -2.23 0.02 2.31
2.8621530532836914 0.79 -2.19 -0.14 2.33
2.8813841342926025 0.97 -2.22 0.02 2.42
2.883735179901123 0.84 -2.36 0.14 2.5
2.8903002738952637 0.81 -1.99 -0.19 2.15
2.9004831314086914 1.08 -1.47 0.13 1.82
2.9104952812194824 1.12 -1.55 0.03 1.91
2.9207849502563477 1.13 -1.54 0.0 1.91
2.9313220977783203 1.48 -1.34 0.17 2.0
2.941739082336426 1.69 -1.51 0.29 2.28
2.952327251434326 1.67 -1.69 -0.34 2.4
2.962800979614258 1.67 -1.62 -0.03 2.32
2.982145071029663 2.0 -1.16 -0.08 2.31
2.984553098678589 2.29 -0.95 0.0 2.47
2.991011142730713 2.34 -1.05 -0.06 2.56
3.0014140605926514 2.43 -1.21 0.07 2.71
3.0114822387695312 2.59 -1.16 0.02 2.83
3.022326946258545 2.71 -0.93 0.1 2.86
3.0322060585021973 2.59 -0.9 -0.15 2.74
3.042163133621216 2.62 -0.84 0.08 2.75
3.0533289909362793 2.81 -0.57 0.05 2.86
3.079332113265991 2.79 -0.54 -0.09 2.84
3.0817532539367676 2.81 -0.61 0.01 2.87
3.083883285522461 2.73 -0.5 0.07 2.77
3.092015266418457 2.65 -0.53 -0.02 2.7
3.1022040843963623 2.56 -0.56 0.02 2.62
3.112318992614746 2.4 -0.65 -0.08 2.48
3.122401237487793 2.45 -0.3 0.04 2.46
3.1329989433288574 2.46 -0.1 -0.02 2.46
3.143105983734131 2.34 -0.57 0.01 2.4
3.153815269470215 2.18 -1.07 -0.07 2.42
3.182281970977783 2.05 -0.74 0.01 2.17
3.1846389770507812 1.91 -0.23 0.08 1.92
3.1869890689849854 1.75 -0.07 -0.08 1.75
3.2026662826538086 1.59 -0.18 0.08 1.6
3.2048239707946777 1.45 -0.26 -0.15 1.48
3.2124900817871094 1.49 -0.23 0.06 1.5
3.222744941711426 1.5 0.05 -0.06 1.5
3.2338032722473145 1.53 -0.22 0.06 1.54
3.244800090789795 1.59 -0.36 -0.01 1.63
3.254703998565674 1.63 -0.26 0.0 1.65
3.2797560691833496 1.55 0.09 -0.06 1.55
3.282331943511963 1.54 0.16 0.09 1.55
3.2842612266540527 1.57 0.09 -0.08 1.57
3.2931880950927734 1.59 0.0 -0.02 1.59
3.303502082824707 1.52 0.08 -0.03 1.52
3.313145160675049 1.51 0.16 -0.02 1.51
3.3242130279541016 1.63 0.14 0.01 1.63
3.33424711227417 1.55 0.48 0.0 1.62
3.3455371856689453 1.73 0.53 -0.09 1.81
3.355281114578247 1.81 0.67 0.04 1.93
3.381765127182007 1.8 0.77 -0.02 1.95
3.3842382431030273 2.02 0.73 -0.01 2.14
3.386216163635254 2.21 0.64 -0.06 2.3
3.393610954284668 2.15 0.58 0.08 2.22
3.4041271209716797 2.11 0.37 -0.05 2.14
3.4141931533813477 1.73 0.43 0.04 1.78
3.4249372482299805 1.52 0.61 -0.03 1.63
3.435276985168457 1.19 0.99 0.11 1.55
3.4448840618133545 0.86 1.36 -0.12 1.61
3.4561710357666016 0.82 1.5 -0.06 1.71
3.4775431156158447 0.87 1.67 0.05 1.88
3.4800820350646973 0.93 1.84 -0.02 2.06
3.4843480587005615 1.3 1.76 -0.11 2.19
3.4944071769714355 1.37 1.55 0.11 2.07
3.5048422813415527 1.33 1.19 -0.05 1.78
3.514653205871582 1.16 1.04 -0.2 1.57
3.5247392654418945 0.83 1.12 -0.1 1.39
3.535609245300293 0.42 1.35 0.18 1.42
3.545614242553711 -0.57 1.56 0.13 1.66
3.5568642616271973 -1.33 1.95 -0.01 2.36
3.5781071186065674 -1.35 2.3 -0.26 2.67
3.5806901454925537 -1.38 2.47 0.07 2.83
3.5854501724243164 -1.5 2.35 -0.16 2.79
3.5951290130615234 -1.66 2.2 0.0 2.75
3.605684280395508 -1.55 2.21 -0.01 2.69
3.615370273590088 -1.43 2.14 0.01 2.57
3.6262731552124023 -1.45 2.03 -0.06 2.49
3.6364850997924805 -1.77 1.98 0.04 2.65
3.6475019454956055 -2.38 1.89 -0.15 3.04
3.6574060916900635 -2.79 2.01 -0.2 3.44
3.677183151245117 -3.14 2.24 0.08 3.85
3.6798620223999023 -3.63 2.22 -0.16 4.25
3.685939073562622 -3.74 2.11 0.01 4.29
3.6964900493621826 -3.61 1.84 0.15 4.05
3.7063212394714355 -3.02 1.72 -0.18 3.48
3.7161760330200195 -2.36 1.45 -0.01 2.76
3.7270350456237793 -1.92 1.16 -0.04 2.24
3.737056255340576 -1.6 1.17 -0.06 1.98
3.7483339309692383 -1.53 1.06 -0.05 1.86
3.758035182952881 -1.54 0.92 -0.03 1.79
3.778402090072632 -1.7 0.69 0.17 1.84
3.7808830738067627 -1.7 0.54 0.07 1.78
3.7865171432495117 -1.52 0.86 -0.35 1.78
3.796664237976074 -1.6 0.88 -0.04 1.82
3.80676007270813 -2.15 0.28 0.0 2.16
3.8167619705200195 -2.49 0.0 -0.03 2.49
3.8274900913238525 -2.5 0.29 -0.12 2.51
3.837721109390259 -2.38 0.22 -0.02 2.39
3.8476030826568604 -2.21 0.15 0.0 2.21
3.876376152038574 -2.13 -0.5 0.07 2.18
3.878740072250366 -2.16 -0.56 -0.03 2.23
3.8811161518096924 -2.34 -0.92 0.0 2.51
3.8875460624694824 -2.67 -0.74 -0.07 2.77
3.900982141494751 -3.23 -0.83 -0.2 3.34
3.907348155975342 -3.26 -0.37 -0.02 3.28
3.9174201488494873 -3.11 -0.94 0.1 3.25
3.9276771545410156 -3.03 -1.07 -0.14 3.21
3.938382148742676 -2.7 -1.02 -0.11 2.88
3.948460102081299 -2.73 -0.83 0.02 2.85
3.9769959449768066 -2.76 -0.67 -0.01 2.84
3.979362964630127 -2.65 -0.62 -0.12 2.72
3.98175311088562 -2.68 -0.74 0.03 2.78
3.987964153289795 -2.62 -0.97 -0.15 2.79
4.000968933105469 -2.23 -1.39 0.03 2.62
4.008036136627197 -1.91 -1.25 0.04 2.28
4.018123149871826 -1.7 -1.08 -0.03 2.01
4.029073238372803 -2.33 -0.57 -0.15 2.4
4.03941011428833 -2.57 -0.77 0.1 2.68
4.050124168395996 -2.74 -1.06 -0.11 2.93
4.074033260345459 -2.65 -1.3 0.07 2.95
4.076385974884033 -2.84 -1.04 0.03 3.02
4.07886815071106 -2.88 -1.02 -0.13 3.05
4.088888168334961 -2.95 -0.94 0.02 3.09
4.098719120025635 -2.69 -1.17 -0.08 2.93
4.108854055404663 -2.0 -1.73 0.0 2.64
4.118847131729126 -1.63 -1.85 0.06 2.46
4.1295530796051025 -1.54 -1.93 -0.2 2.47
4.139791965484619 -1.69 -2.02 0.15 2.63
4.149848937988281 -1.73 -2.01 -0.04 2.65
4.177639961242676 -1.68 -2.2 -0.13 2.77
4.180047035217285 -1.8 -2.48 0.05 3.06
4.182353973388672 -1.84 -2.52 -0.01 3.12
4.189324140548706 -1.51 -2.74 -0.02 3.12
4.1995110511779785 -1.55 -2.73 -0.01 3.13
4.20957612991333 -1.49 -2.93 -0.05 3.28
4.219531059265137 -1.23 -3.25 0.05 3.47
4.229959964752197 -0.97 -3.57 -0.01 3.69
4.240541934967041 -0.83 -3.75 0.01 3.84
4.250838279724121 -0.63 -3.77 -0.03 3.82
4.273886203765869 -0.27 -3.87 0.04 3.87
4.276324272155762 -0.08 -3.73 -0.06 3.73
4.27978515625 0.03 -3.56 -0.05 3.56
4.290138244628906 0.42 -3.67 0.13 3.69
4.300428152084351 0.09 -3.64 0.19 3.64
4.310260057449341 0.25 -3.63 -0.05 3.63
4.320335149765015 0.41 -3.67 0.0 3.69
4.3310301303863525 0.21 -3.71 -0.08 3.71
4.341247081756592 0.11 -3.61 -0.02 3.61
4.352224111557007 0.17 -3.42 0.04 3.42
4.3733930587768555 0.11 -3.26 0.06 3.26
4.375558137893677 0.34 -3.14 0.06 3.15
4.380788087844849 0.44 -3.27 0.02 3.29
4.390613079071045 0.58 -3.39 0.01 3.43
4.400815963745117 0.56 -3.33 -0.02 3.37
4.410746097564697 0.62 -3.41 0.04 3.46
4.421018123626709 0.58 -3.35 -0.02 3.39
4.431124210357666 0.79 -3.23 0.0 3.32
4.441817283630371 1.2 -3.03 0.08 3.25
4.452782154083252 1.4 -2.97 -0.18 3.28
4.474055051803589 1.3 -2.98 0.01 3.25
4.476380109786987 1.34 -2.99 0.08 3.27
4.481190204620361 1.36 -2.85 -0.09 3.15
4.491685152053833 1.49 -2.69 -0.08 3.07
4.501584053039551 1.45 -2.77 0.02 3.12
4.511760234832764 1.09 -2.79 0.06 2.99
4.521646022796631 1.19 -2.47 0.03 2.74
4.531944274902344 1.66 -2.17 0.22 2.74
4.542603969573975 1.95 -2.03 0.14 2.81
4.553091049194336 1.95 -2.12 0.17 2.88
4.575022220611572 1.8 -2.09 -0.18 2.76
4.577389240264893 2.22 -1.85 -0.08 2.89
4.581923007965088 2.29 -1.72 0.01 2.86
4.5922722816467285 2.31 -1.79 -0.08 2.92
4.602427005767822 2.39 -1.53 0.0 2.83
4.61216926574707 2.38 -1.46 0.13 2.79
4.622539043426514 2.19 -1.54 -0.15 2.68
4.632413148880005 2.29 -1.16 0.09 2.56
4.642949104309082 2.29 -0.81 0.23 2.43
4.6735920906066895 2.31 -0.91 -0.18 2.48
4.676196098327637 2.74 -0.83 0.09 2.86
4.678178071975708 2.74 -0.93 -0.17 2.89
4.683443069458008 3.02 -0.68 0.1 3.09
4.692924976348877 2.92 -0.81 0.01 3.03
4.703364133834839 2.97 -0.54 -0.01 3.01
4.712922096252441 3.0 -0.5 -0.03 3.04
4.723089218139648 3.02 -0.58 -0.08 3.07
4.733202934265137 3.34 -0.53 0.02 3.38
4.7440290451049805 3.41 -0.47 0.06 3.44
4.773676156997681 3.24 -0.91 -0.05 3.36
4.776194095611572 2.99 -1.23 0.07 3.23
4.778363227844238 2.72 -0.86 0.01 2.85
4.783696174621582 2.46 -0.71 -0.09 2.56
4.793920040130615 2.09 -0.59 0.06 2.17
4.803784132003784 1.75 -0.26 -0.01 1.76
4.814215183258057 1.49 0.06 -0.05 1.49
4.823975086212158 1.45 -0.31 -0.02 1.48
4.834018230438232 1.59 -0.5 -0.03 1.66
4.844661235809326 1.78 -0.45 -0.01 1.83
4.870463132858276 1.95 -0.42 0.09 1.99
4.8727922439575195 2.03 -0.46 -0.05 2.08
4.87521505355835 2.19 -0.42 -0.01 2.22
4.884243011474609 2.22 -0.16 0.0 2.22
4.894145965576172 2.1 -0.19 -0.04 2.1
4.904654026031494 1.86 -0.17 0.03 1.86
4.914595127105713 1.75 -0.59 -0.1 1.84
4.924400091171265 1.42 -0.31 -0.03 1.45
4.935213088989258 1.42 0.0 0.11 1.42
4.94539213180542 1.38 0.22 -0.08 1.39
4.973895072937012 1.49 0.04 -0.02 1.49
4.976251125335693 1.61 -0.19 0.05 1.62
4.978605270385742 0.64 0.47 0.5 0.93
4.985351085662842 -0.09 0.52 -0.45 0.69
4.9949822425842285 2.57 -1.24 -1.03 3.03
5.005070209503174 2.39 -0.27 1.05 2.62
5.015000104904175 1.65 0.05 -0.09 1.65
5.025146961212158 0.99 0.27 -0.08 1.02
5.036011219024658 0.49 0.6 0.05 0.77
5.04619026184082 0.08 1.06 0.08 1.06
5.069318056106567 -0.01 1.33 -0.07 1.33
5.071651935577393 0.18 1.52 -0.16 1.53
5.075325965881348 0.36 1.78 0.06 1.81
5.0855700969696045 0.56 1.99 -0.14 2.07
5.0955491065979 0.89 1.87 0.07 2.07
5.1057960987091064 0.94 1.77 0.08 2.0
5.115833282470703 0.92 1.65 -0.07 1.89
5.126208066940308 0.87 1.47 -0.12 1.71
5.1373209953308105 0.51 1.48 0.07 1.56
5.149006128311157 -0.06 1.63 -0.17 1.63
5.173073053359985 -0.71 1.91 0.03 2.03
5.17556619644165 -1.49 2.33 -0.03 2.76
5.177893161773682 -2.1 2.83 -0.02 3.52
5.186565160751343 -2.37 3.15 -0.06 3.94
5.1960272789001465 -2.37 3.15 -0.04 3.94
5.2065110206604 -2.2 3.02 -0.12 3.73
5.216470241546631 -2.04 2.7 0.03 3.38
5.226510047912598 -1.87 2.38 -0.03 3.02
5.237092018127441 -1.93 2.03 0.0 2.8
5.247498989105225 -2.07 1.88 -0.05 2.79
5.267879009246826 -2.39 1.98 -0.09 3.1
5.270256996154785 -2.62 2.27 -0.03 3.46
5.276309967041016 -2.88 2.58 -0.04 3.86
5.287411212921143 -3.2 2.57 -0.12 4.1
5.296873092651367 -3.25 2.62 -0.22 4.18
5.307441234588623 -3.18 2.46 -0.01 4.02
5.317078113555908 -3.01 2.28 -0.02 3.77
5.327690124511719 -2.71 1.99 -0.06 3.36
5.337261199951172 -2.43 1.72 -0.06 2.97
5.348143100738525 -2.1 1.69 0.03 2.69
5.369193077087402 -2.02 1.29 0.06 2.39
5.371470928192139 -2.14 1.09 -0.16 2.4
5.377283096313477 -2.33 1.06 0.0 2.55
5.387856960296631 -2.45 1.25 -0.19 2.75
